;PhyloTree.org - mtDNA tree Build 17 (18 Feb 2016);;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;H2a2a1d; 16172 ;;;;;;;;JQ704842;JQ705139
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;H2a2a1e; 8182 ;;;;;;;;HQ670226;NA07346
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;H2a2a1f; 93 ;;;;;;;;JQ704520;HG00127
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;H2a2a1g; 16189 ;;;;;;;;JQ705265;JQ704224
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;H2a2a1h; 16320 ;;;;;;;;JQ704532;JX153491
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;H2a2a2; 152  6716 ;;;;;;;;;JQ704269;EU716647
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;; (16235) ;;;;;;;;;;JQ703290;JQ704337
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;H2a2b; 16291 ;;;;;;;;;HQ914650;EU719115
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;H2a2b1; 16293 ;;;;;;;;JQ705563;JQ705365
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;H2a2b1a; 3388A ;;;;;;;KC257390;JQ702368
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;H2a2b1a1; 16400 ;;;;;;EF418606;JQ704361
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;H2a2b2; 8634 ;;;;;;;;JQ704140;EU444119
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;H2a2b3; 4080 ;;;;;;;;JQ702309;JX153667
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;H2a2b4; 5460 ;;;;;;;;JQ705734;JQ702900
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;H2a2b5; 14305 ;;;;;;;;HQ675041;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;H2a2b5a; 11914  12954 ;;;;;;;JQ704565;HG00123
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;H2a3; 10810  16274 ;;;;;;;;;;;AM263180;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;H2a3a; 1462 ;;;;;;;;;;JX153748;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;H2a3a1; 2749 ;;;;;;;;;JQ704220;JX153268
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;H2a3b; 14693 ;;;;;;;;;;HQ659870;JQ703192
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;H2a4; 11140 ;;;;;;;;;;;AM263179;AM263181
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;H2a5; 13708 ;;;;;;;;;;;KC533501;JQ704563
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;H2a5a; 1842 ;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;H2a5a1; 16291 ;;;;;;;;;JQ324555;JQ324582
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;H2a5a1a; 4592 ;;;;;;;;FJ527772;FJ527777
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;H2a5a1b; 11233 ;;;;;;;;JF284817;AY738963
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;H2a5b; 8843 ;;;;;;;;;;JQ701826;JQ703081
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;H2a5b1; 249d ;;;;;;;;;JQ704687;JQ702205
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;H2a5b2; 11086  16183 ;;;;;;;;;HQ153430;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;; 152  16311 ;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;H2b; 8598 ;;;;;;;;;;;EU597574;HQ659667
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;H2c; 13708  13934 ;;;;;;;;;;;JQ704503;JQ701885
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;H2c1; @152  194  205  3334 ;;;;;;;;;;JQ704496;JQ704499
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;H3; 6776 ;;;;;;;;;;;;;AY738987;HQ659688
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;; 152 ;;;;;;;;;;;;JQ702087;JQ703549
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;H3a; 16239G ;;;;;;;;;;;JQ704834;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;H3a1; 13404 ;;;;;;;;;;JQ704253;AY738986
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;H3a1a; 14125 ;;;;;;;;;JQ705329;JQ704348
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;H3g; 10754C ;;;;;;;;;;;AY495132;AY495142
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;H3g1; 3992  4418 ;;;;;;;;;;JQ705181;JQ704782
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;H3g1a; 15377 ;;;;;;;;;JQ705694;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;H3g1b; 8950 ;;;;;;;;;HG00245;JQ702329
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;H3g2; 735 ;;;;;;;;;;JQ704542;JQ704455
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;H3g3; 9196 ;;;;;;;;;;KC257374;JQ705080
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;H3g4; 13611 ;;;;;;;;;;JQ702762;JQ704722
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;H3i; 5893 ;;;;;;;;;;;JQ703118;JN202491
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;H3i1; 5213 ;;;;;;;;;;GQ165466;AY495131
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;H3j; 6351 ;;;;;;;;;;;HQ696491;JQ703265
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;H3k; 14687 ;;;;;;;;;;;JQ704704;JQ324804
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;H3k1; 11590 ;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;H3k1a; 12217 ;;;;;;;;;AY495130;JQ705110
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;H3b; 2581 ;;;;;;;;;;;;KC554003;JX025434
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;; 16129 ;;;;;;;;;;;AY495148;JQ703467
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;H3b1; 5147  16256 ;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;H3b1a; 1290 ;;;;;;;;;KC533482;JQ704748
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;H3b1b; 153 ;;;;;;;;;JQ704932;JQ704456
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;H3b1b1; 13813  16111 ;;;;;;;;JQ703382;HQ661845
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;H3b1b1a; 3832A ;;;;;;;JQ704105;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;H3b2; 6638 ;;;;;;;;;;AY495155;JQ702921
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;H3b3; 4924 ;;;;;;;;;;JQ703291;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;H3b4; 417 ;;;;;;;;;;JQ704197;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;H3b4a; 12447 ;;;;;;;;;JQ705727;HG00237
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;H3b5; 5911 ;;;;;;;;;;HQ384186;AY738988
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;H3b6; 73 ;;;;;;;;;;JQ705735;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;H3b6a; 3396 ;;;;;;;;;JX153543;JX153241
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;H3b7; 5471 ;;;;;;;;;;JX153702;JX153896
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;H3c; 12957 ;;;;;;;;;;;;JQ324618;JQ703744
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;H3c1; 1536 ;;;;;;;;;;;AY738990;JQ703410
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;H3c2; 195  16176 ;;;;;;;;;;;JQ705425;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;H3c2a; 14200 ;;;;;;;;;;JQ324828;JQ324785
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;H3c2a1; 6425 ;;;;;;;;;JQ324731;JQ324776
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;H3c2b; 14305 ;;;;;;;;;;JQ704172;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;H3c2b1; 1211 ;;;;;;;;;JQ705340;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;H3c2c; 5896 ;;;;;;;;;;JX297139;JQ324704
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;H3c3; 260  15769  16278 ;;;;;;;;;;;JQ702603;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;; 73 ;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;H3d; 761 ;;;;;;;;;;;AY495180;AY738983
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;H3e; 1618  15592 ;;;;;;;;;;;;JQ324858;FJ348206
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;; 16311 ;;;;;;;;;;;;JQ702652;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;H3h; 12811 ;;;;;;;;;;;KF179063;JQ702416
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;H3h1; 8705 ;;;;;;;;;;JQ086344;JQ703677
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;H3h2; 5960  (16093) ;;;;;;;;;;JQ702530;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;H3h2a; 16266 ;;;;;;;;;KC911606;EF661010
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;H3h3; 13967 ;;;;;;;;;;KF424557;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;H3h3a; 15470 ;;;;;;;;;JQ704436;JQ704979
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;H3h3b; 3915 ;;;;;;;;;JX153423;HM003111
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;H3h4; 146  217  11944  13713 ;;;;;;;;;;JQ704484;FJ349555
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;H3h5; 10589 ;;;;;;;;;;JQ705041;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;H3h6; 4025 ;;;;;;;;;;JQ324559;JQ701864
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;H3h7; 93 ;;;;;;;;;;JN129423;JQ702635
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;H3m; 14501 ;;;;;;;;;;;JQ702092;JQ704363
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;H3n; 15781  16104  16176 ;;;;;;;;;;;JQ704633;JQ703381
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;H3p; 16222 ;;;;;;;;;;;;JQ704490;JQ704133
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;H3q; 3970 ;;;;;;;;;;;;JQ704318;JQ703230
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;H3q1; 12236 ;;;;;;;;;;;JX153879;GU592027
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;H3r; 961 ;;;;;;;;;;;;JN112339;JQ704887
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;H3r1; 1888 ;;;;;;;;;;;JQ705853;EF660938
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;H3s; 194  6953  13105 ;;;;;;;;;;;;JQ704120;JQ324916
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;H3t; 7148 ;;;;;;;;;;;;KC911500;JQ702220
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;H3u; 9966 ;;;;;;;;;;;;DQ523647;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;H3u1; 5899.XC  14319  15380  16148 ;;;;;;;;;;;AB626610;JQ705759
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;H3v; 408A ;;;;;;;;;;;;JQ704903;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;H3v1; 3345  8841  9117  10685 ;;;;;;;;;;;JQ703289;JQ703185
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;; 16093 ;;;;;;;;;;;GU997629;JQ703387
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;H3v2; 73  8939  12401  14148 ;;;;;;;;;;JQ704545;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;H3w; 3613  5999  16248 ;;;;;;;;;;;;JQ703544;FJ460550
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;H3x; 16368 ;;;;;;;;;;;;JQ324817;JQ324537
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;H3x1; 3615  8937  11914  16293 ;;;;;;;;;;;DQ523662;DQ523643
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;H3y; 2352  4512  5480 ;;;;;;;;;;;;JQ703094;JQ705116
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;H3z; 293 ;;;;;;;;;;;;JQ705915;JQ702909
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;H3z1; 12346  15530 ;;;;;;;;;;;JQ703690;JQ324932
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;H3z2; 493  4315  15917 ;;;;;;;;;;;JQ704178;JX153639
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;H3aa; 10535 ;;;;;;;;;;;;JQ704638;JQ705422
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;H3ab; 4386  10724 ;;;;;;;;;;;;JQ324666;JN409387
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;H3ac; 6266 ;;;;;;;;;;;;HQ658608;JQ702127
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;H3ad; 5054C ;;;;;;;;;;;;JQ703272;JQ702774
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;H3ae; 12441 ;;;;;;;;;;;;JQ705905;JQ703598
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;H3af; 8470  16129 ;;;;;;;;;;;;AY495156;JQ324794
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;H3ag; 6293 ;;;;;;;;;;;;KC866615;HG00252
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;H3ag1; 10410  15204 ;;;;;;;;;;;JQ705124;NA12283
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;H3ah; 10247 ;;;;;;;;;;;;JN107813;JQ324638
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;H3ai; 9693 ;;;;;;;;;;;;JQ705437;JQ324769
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;H3aj; 8718 ;;;;;;;;;;;;JQ701983;JQ704135
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;H3ak; 143  9325  16362 ;;;;;;;;;;;;AY195746;JQ704482
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;H3am; 182 ;;;;;;;;;;;;JQ324634;JQ324847
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;H3an; 251 ;;;;;;;;;;;;JQ703304;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;H3ao; 16256 ;;;;;;;;;;;;JQ324567;JQ704232
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;H3ao1; 16170 ;;;;;;;;;;;JQ704183;JQ705341
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;H3ap; 10915 ;;;;;;;;;;;;JQ703140;JQ702411
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;H3aq; 1018 ;;;;;;;;;;;;JN674560;JQ704383
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;H3ar; 10310 ;;;;;;;;;;;;JQ702687;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;H3as; 9316 ;;;;;;;;;;;;JQ704192;JQ702769
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;H3at; 15224 ;;;;;;;;;;;;JQ324640;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;H3at1; 2156.1A  9525 ;;;;;;;;;;;JQ324851;JQ324906
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;H3au; 12372 ;;;;;;;;;;;;JQ704477;JQ324572
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;; 16189 ;;;;;;;;;;;;JQ324574;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;H3av; 152  7849  8383 ;;;;;;;;;;;JQ324687;JQ324566
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;H4; 3992  5004  9123 ;;;;;;;;;;;;;JN646688;JQ701843
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;H4a; 4024  14582 ;;;;;;;;;;;;JX152997;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;H4a1; 14365 ;;;;;;;;;;;AY495123;EF177440
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;H4a1a; 8269 ;;;;;;;;;;HQ860291;EU051827
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;H4a1a1; 10044 ;;;;;;;;;AY495095;JQ703368
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;H4a1a1a; 73 ;;;;;;;;AY495178;JQ703892
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;H4a1a1a1; 10034 ;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;H4a1a1a1a; 10007 ;;;;;;EU200347;JQ324699
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;H4a1a1a1a1; 1656  11440 ;;;;;AY495186;EF609015
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;H4a1a1a2; 14325 ;;;;;;;JQ703532;DQ489518
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;H4a1a1a3; 15244  16287 ;;;;;;;EU719211;GU123040
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;H4a1a1a4; 960.XC  7870 ;;;;;;;JQ324913;JQ324855
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;H4a1a2; 13708 ;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;H4a1a2a; 10124  14956 ;;;;;;;;JQ703542;EU636711
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;H4a1a2a1; 6040 ;;;;;;;JQ704851;JQ702613
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;; 195 ;;;;;;;;;JQ704883;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;H4a1a3; 13889 ;;;;;;;;JQ703398;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;H4a1a3a; 5773 ;;;;;;;JQ702886;EF556191
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;H4a1a4; 14569 ;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;H4a1a4a; 9615 ;;;;;;;JQ703134;JX297159
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;H4a1a4b; 12642  15884 ;;;;;;;HQ659689;EU664586
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;H4a1a4b1; 16286G ;;;;;;JX153972;JQ703000
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;H4a1a4b2; 6951 ;;;;;;JQ702546;JQ703210
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;H4a1a5; 8380 ;;;;;;;;;JQ704039;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;H4a1c; 15930 ;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;H4a1c1; 15497 ;;;;;;;;;JQ703630;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;H4a1c1a; 7581 ;;;;;;;;JQ702631;AY738950
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;H4a1c2; 7859  16179A ;;;;;;;;;KF305642;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;H4a1d; 7356  7521 ;;;;;;;;;;DQ523646;JQ704648
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;H4a2; 3624  16235 ;;;;;;;;;;;JQ702936;JQ703939
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;H4b; 10166 ;;;;;;;;;;;;JQ702580;AM263185
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;H4b1; 153  (195)  (16093) ;;;;;;;;;;;EU600352;EU600350
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;H4c; 9276 ;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;H4c1; 73  16248 ;;;;;;;;;;;JQ705112;JQ702960
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;H4d; 482 ;;;;;;;;;;;;EU935460;JX153118
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;H5'36; 456 ;;;;;;;;;;;;;JQ324611;GQ983078
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;H5; 16304 ;;;;;;;;;;;;AY495174;JQ703257
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;H5a; 4336 ;;;;;;;;;;;GQ983068;GQ983060
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;H5a1; 15833 ;;;;;;;;;;AY195747;HQ674629
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;H5a1a; 721 ;;;;;;;;;HQ659693;JQ705767
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;H5a1b; 11719 ;;;;;;;;;AY495167;AY495176
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;H5a1c; 4095  13194 ;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;H5a1c1; 9055 ;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;H5a1c1a; 2851 ;;;;;;;HQ663878;JQ702653
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;H5a1c2; 9386  16243 ;;;;;;;;JQ705790;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;H5a1d; 8803T ;;;;;;;;;JQ705035;AY495171
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;H5a1e; 16166 ;;;;;;;;;AY339431;JQ703620
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;H5a1f; 961 ;;;;;;;;;JQ703738;JQ704730
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;H5a1g; 16172 ;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;H5a1g1; 444  9804  16311 ;;;;;;;;JN008723;EU294323
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;H5a1g1a; 1284  7517 ;;;;;;;JQ704886;JQ703513
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;H5a1g2; 16291 ;;;;;;;;JQ703820;JQ705415
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;H5a1h; 9392T ;;;;;;;;;JQ702502;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;H5a1i; 5051  16153 ;;;;;;;;;JX128043;JQ705787
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;H5a1j; 16209 ;;;;;;;;;EU372627;JQ704060
;;;;;;;;;;;;;;;;;;;;;;;;;;
